node_id,latitude,longitude,road_name,lanes,road_class,speed_limit,base_capacity,q_demand,road_importance,elevation,slope,retail_count,dining_count,office_count,kitchen_count,eloc_count,total_violations,weighted_capacity_reduction,total_pcu,police_station,commercial_density,transit_density,retail_density,kitchen_density,eloc_density,dining_density,corporate_density,vulnerability_index,predicted_risk,stgat_risk,xgboost_risk
node_outer_ring_road_orr_10,13.025833333333331,77.61533333333333,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,894.7077565176822,-0.0011447152553697,1,0,0,0,0,19,7.899999999999999,18.5,K.G. Halli,0.0997796819260986,0.2666140622894705,0.5,0.0,0.0,0.0647973468833425,0.0797878562415551,0.2936608390432325,0.18153718,0.17426512,0.19244526
node_outer_ring_road_orr_11,13.024916666666666,77.61716666666666,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,894.2730264000975,-0.0019107343386422,0,0,0,0,0,106,45.6,106.9,K.G. Halli,0.0797489030560267,0.2102905031288517,0.0,0.0,0.0,0.0514779516171363,0.0628946066978859,0.1927562605513039,0.15269287,0.15681317,0.14651242
node_outer_ring_road_orr_12,13.024,77.619,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,893.6575639475785,-0.0027050926416287,0,0,0,0,0,449,127.3,338.3,Pulikeshinagar(F.Town),0.0627282339309656,0.162376320217625,0.0,0.0,0.0,0.040180405242933,0.0485552340837801,0.1719808574827333,0.13761151,0.14333536,0.12902571
node_outer_ring_road_orr_13,13.0235,77.621,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,893.3506517292179,-0.0013412098506582,0,0,0,0,0,375,191.05,395.2,K.G. Halli,0.0483507064686063,0.1230141315795405,0.0,0.0,0.0,0.0308007296012265,0.0368390854037718,0.1548150397170364,0.1267416,0.13340811,0.11674182
node_outer_ring_road_orr_14,13.023,77.623,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,892.6726718421426,-0.0029627797418589,0,0,0,1,0,163,76.85,151.2,K.G. Halli,0.0367585984822919,0.0912367385985176,0.0,0.5,0.0,0.0232690818063131,0.0274234095193331,0.2174397178940654,0.14095,0.12574086,0.16376367
node_outer_ring_road_orr_15,13.0225,77.625,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,891.6263061033882,-0.0045726300624493,0,0,0,0,0,181,66.9,149.7,Pulikeshinagar(F.Town),0.027730800464735,0.0663360392939835,0.0,0.0,0.0,0.0174304984125907,0.0200967507705629,0.1301771449514783,0.11424543,0.12030066,0.10516258
node_outer_ring_road_orr_16,13.022,77.627,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,890.2212404524064,-0.0061401527185359,0,0,0,0,0,70,23.4,57.4,K.G. Halli,0.020965202891696,0.0473951341151187,0.0,0.0,0.0,0.0130777251406981,0.0145846138075888,0.1220177545127284,0.11506945,0.12500407,0.10016749
node_outer_ring_road_orr_17,13.0215,77.629,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,888.4740142437931,-0.0076353982087197,0,0,1,0,0,88,33.25,82.9,Banaswadi,0.0161220446347388,0.0334167526720798,0.0,0.0,0.0,0.0099803949318826,0.177254274784875,0.154303249028162,0.11450434,0.113434814,0.11610862
node_outer_ring_road_orr_18,13.021,77.631,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,886.4077526006253,-0.0090295866507295,0,0,0,0,0,83,29.3,76.7,Pulikeshinagar(F.Town),0.0128571157064796,0.0234219482524282,0.0,0.0,0.0,0.0079072570760364,0.0078105751183497,0.1119190967251679,0.108932,0.11966667,0.09282999
node_outer_ring_road_orr_19,13.0205,77.633,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,884.051786326927,-0.0102955991487774,0,0,0,0,0,14,5.4,12.0,Hennuru,0.0108441269115185,0.0165165527171484,0.0,0.0,0.0,0.0066410118748039,0.0059820310577066,0.1091635083041228,0.102887884,0.110629015,0.091276176
node_outer_ring_road_orr_20,13.02,77.635,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,881.4411657773131,-0.0114084412023494,1,0,0,0,0,18,4.15,11.5,Banaswadi,0.0097873860545533,0.0119280126794304,0.5,0.0,0.0,0.0059865387060023,0.0048648209157157,0.1839223858073291,0.11979371,0.10962734,0.13504325
node_outer_ring_road_orr_21,13.0195,77.637,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,878.6160768740202,-0.0123456703233324,0,0,0,0,0,189,44.4,118.7,Banaswadi,0.009427015802432,0.0090183725705025,0.0,0.0,0.0,0.0057740437049476,0.004259825843936,0.1065246078247902,0.101997346,0.10935896,0.09095492
node_outer_ring_road_orr_22,13.019,77.639,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,875.6211691140213,-0.0130877806396223,0,0,0,0,0,135,43.45,104.4,Banaswadi,0.0095393279386595,0.0072804182938136,0.0,0.0,0.0,0.0058589081487462,0.004004921684792,0.1061127133248232,0.10162367,0.10891645,0.090684496
node_outer_ring_road_orr_23,13.0185,77.641,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,872.504806897858,-0.0136185379807836,0,0,0,0,0,33,13.1,28.5,Banaswadi,0.0099347703348524,0.0063237540401256,0.0,0.0,0.0,0.0061198841475184,0.0039712714762656,0.1060361240597394,0.10156624,0.10882073,0.090684496
node_outer_ring_road_orr_24,13.018,77.643,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,869.3182568064612,-0.0139252597860924,0,0,0,0,0,29,11.0,26.0,Banaswadi,0.010455286435294,0.0058563974206538,0.0,0.0,0.0,0.0064568961915358,0.0040586193329145,0.1061456577203305,0.10186289,0.10913487,0.09095492
node_outer_ring_road_orr_25,13.017,77.64481818181818,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,866.4910150550122,-0.0122747820735413,0,0,0,1,0,13,3.55,9.0,Banaswadi,0.0122440685514353,0.0062611043005678,0.0,0.5,0.0,0.0075740522891211,0.0046630311753001,0.183503880517694,0.11960615,0.109314755,0.13504325
node_outer_ring_road_orr_26,13.016,77.64663636363636,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,863.8676563186118,-0.0113896014635177,1,0,0,0,0,6,3.05,6.5,Banaswadi,0.0142008792221617,0.0069150646175303,0.5,0.0,0.0,0.0087962652521466,0.0053616070598657,0.1845433322259058,0.11997135,0.10992341,0.13504325
node_outer_ring_road_orr_27,13.015,77.64845454545454,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,861.4872669533815,-0.0103347231248977,1,0,0,0,0,6,3.05,6.5,Banaswadi,0.0162043192112153,0.0076956559162092,0.5,0.0,0.0,0.0100470870226072,0.0060957766343158,0.1856372532822733,0.12074287,0.11000943,0.13684303
node_outer_ring_road_orr_28,13.014,77.65027272727272,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,859.3872138851309,-0.0091176121541204,0,0,0,0,0,4,1.8,5.0,Banaswadi,0.0181285893432617,0.0085024357160095,0.0,0.0,0.0,0.0112478620256821,0.0068102320850998,0.1102428347878716,0.10300475,0.11036374,0.09196628
node_outer_ring_road_orr_29,13.013,77.6520909090909,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,857.6025967126014,-0.0077481124018709,0,0,0,0,0,76,29.3,65.7,Hennuru,0.0198486232889829,0.0092514249263859,0.0,0.0,0.0,0.0123207259702367,0.0074531960512932,0.1112027582464958,0.10342046,0.11048076,0.09282999
node_outer_ring_road_orr_30,13.012,77.6539090909091,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,856.1657209279491,-0.0062383547902157,0,0,0,0,0,23,5.6,15.0,Hennuru,0.0212480971069882,0.0098730698892603,0.0,0.0,0.0,0.0131934417298629,0.0079782450382222,0.1119869836461258,0.103579,0.110745005,0.09282999
node_outer_ring_road_orr_31,13.011,77.65572727272728,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,855.1055998416688,-0.004602632689257,0,0,0,0,0,2,0.3,1.0,Banaswadi,0.0222288049107977,0.0103126775919978,0.0,0.0,0.0,0.0138051268876348,0.0083470231977126,0.112537675624199,0.103690684,0.11093114,0.09282999
node_outer_ring_road_orr_32,13.01,77.65754545454546,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,854.4474924625521,-0.0028572458140541,0,0,0,0,0,18,7.55,19.0,Banaswadi,0.0227196628271063,0.0105320330640462,0.0,0.0,0.0,0.0141117847400785,0.0085320974607419,0.1128133785504644,0.10374661,0.11102435,0.09282999
node_outer_ring_road_orr_33,13.009,77.65936363636364,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,854.2124841476425,-0.0010203145343007,0,0,0,0,0,21,6.3,15.0,Banaswadi,0.0226836674607032,0.0105110137827752,0.0,0.0,0.0,0.0140905902982916,0.0085192424343087,0.1127924902130566,0.1061921,0.11510017,0.09282999
node_outer_ring_road_orr_34,13.008,77.66118181818182,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,854.4171162998056,0.0008884330714743,0,1,0,0,0,71,32.85,67.0,Banaswadi,0.0221214902809132,0.0102482742017257,0.0,0.0,0.0,0.1804087710704505,0.0083085945516574,0.1507051083661054,0.112832084,0.11090827,0.1157178
node_outer_ring_road_orr_35,13.007,77.663,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,855.0730707666582,0.0028478987078681,0,0,0,0,0,133,47.4,110.9,Banaswadi,0.0210709771287748,0.0097604343551942,0.0,0.0,0.0,0.0130899556240029,0.0079143530791884,0.1118821260926683,0.11094849,0.12302748,0.09282999
node_outer_ring_road_orr_36,13.0065,77.66499999999999,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,854.9650660594631,-0.0004719817867837,0,0,1,0,0,376,92.45,256.7,Banaswadi,0.0177129860013333,0.0082043685025795,0.0,0.0,0.0,0.01100411021997,0.1733198874544258,0.1482172978102892,0.11263551,0.11058064,0.1157178
node_outer_ring_road_orr_37,13.006,77.667,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,855.2922984990878,0.0014300094464179,1,0,0,1,0,409,75.2,231.2,Banaswadi,0.0145472860683768,0.0067377415533003,0.5,0.5,0.0,0.009037557503259,0.0054641795211731,0.2611211775021267,0.15271232,0.13106947,0.18517657
node_outer_ring_road_orr_38,13.0055,77.669,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,856.0664900246665,0.0033832256856657,0,1,1,0,0,127,63.65,156.2,Mahadevapura,0.0116721396907662,0.0054058815980476,0.0,0.0,0.0,0.1739180888774299,0.171050871461517,0.1830385572845458,0.1199985,0.10996867,0.13504325
node_outer_ring_road_orr_39,13.005,77.67099999999999,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,857.2923115933063,0.0053568540600669,0,0,0,0,0,1369,610.3,1681.7,Mahadevapura,0.0091494304538722,0.004237355404915,0.0,0.0,0.0,0.0056841945400219,0.0034365806155766,0.1051548166762706,0.10885924,0.120332696,0.09164904
node_outer_ring_road_orr_40,13.0045,77.673,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,858.9672759776097,0.0073196132226819,0,0,0,0,0,89,48.85,121.0,Banaswadi,0.0070066486515669,0.0032448467943364,0.0,0.0,0.0,0.0043529775070477,0.0026316551118006,0.1039456524627558,0.100954786,0.10865928,0.08939801
node_outer_ring_road_orr_41,13.004,77.675,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,861.0817506245922,0.009240278020369,0,0,0,0,0,8,4.2,9.0,Banaswadi,0.0052420025307866,0.0024275017005492,0.0,0.0,0.0,0.0032566708810479,0.0019687672228573,0.1029498688725065,0.10038352,0.10776756,0.08930746
node_outer_ring_road_orr_42,13.00275,77.67675,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,865.3873461784067,0.0180365879825763,0,0,0,0,0,255,100.35,267.8,Banaswadi,0.0044631106592607,0.0020667391979625,0.0,0.0,0.0,0.0027727746908922,0.0016761794074521,0.10251034398829,0.10023995,0.10752828,0.08930746
node_outer_ring_road_orr_43,13.0015,77.6785,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,870.1048358236612,0.0197620552093393,0,0,0,0,0,1485,618.75,1559.5,Mahadevapura,0.0037047214827205,0.0017154803831674,0.0,0.0,0.0,0.0023016137977621,0.0013912965700872,0.1020823905864271,0.10015568,0.107387826,0.08930746
node_outer_ring_road_orr_44,13.00025,77.68025,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,875.1830412443891,0.0212731311428934,0,0,0,0,0,293,97.2,244.0,K.R. Pura,0.0029981396828503,0.0013882278112173,0.0,0.0,0.0,0.001862637462418,0.0011258861825675,0.101683676467714,0.1000769,0.10725653,0.08930746
node_outer_ring_road_orr_45,12.999,77.682,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,880.5663784442522,0.0225513599295766,0,0,0,0,0,779,282.5,670.5,K.R. Pura,0.0023655477921127,0.001095266193804,0.0,0.0,0.0,0.001469626933691,0.0008882972427465,0.1013267252348791,0.100005805,0.10713802,0.08930746
node_outer_ring_road_orr_46,12.99775,77.68375,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,886.1954757359815,0.0235808745377418,0,0,0,0,0,159,65.9,158.0,K.R. Pura,0.001819759522621,0.0008425550413577,0.0,0.0,0.0,0.0011305419423238,0.0006833775738093,0.1010187809039439,0.10101088,0.10715435,0.091795675
node_outer_ring_road_orr_47,12.9965,77.68549999999999,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,892.0078391265032,0.0243485953035202,0,0,0,0,0,1284,477.3,1169.0,K.R. Pura,0.0013650868073625,0.0006321448379709,0.0,0.0,0.0,0.0008480586627575,0.0005128196165721,0.1007623049650573,0.10251258,0.108986534,0.09280167
node_outer_ring_road_orr_48,12.99525,77.68724999999999,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,897.938557517382,0.0248443967204959,0,0,0,0,0,2244,735.6999999999999,1921.9,K.R. Pura,0.0009989957511294,0.0004629729692249,0.0,0.0,0.0,0.000620597002337,0.000375821829242,0.1005559261482161,0.112495095,0.107216336,0.12041322
node_outer_ring_road_orr_49,12.994,77.689,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,903.9210396294092,0.0250612403369312,1,0,0,0,0,143,49.45,126.5,Mahadevapura,0.0007141961148508,0.0003318866412644,0.5,0.0,0.0,0.0004436158062307,0.0002699482647917,0.176855833479336,0.11798842,0.10884547,0.13170283
node_outer_ring_road_orr_50,12.99275,77.69075,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,909.8877741471166,0.0249952720250312,0,0,0,0,0,218,75.35,187.8,Mahadevapura,0.0005008601705287,0.0002347719269321,0.0,0.0,0.0,0.000310985943936,0.0001920991576543,0.1002761574862449,0.1002637,0.10756787,0.08930746
node_outer_ring_road_orr_51,12.9915,77.6925,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,915.771104262622,0.0246458823018909,0,0,0,0,0,688,232.9,659.4,Mahadevapura,0.0003487777849946,0.0001677317408537,0.0,0.0,0.0,0.0002163195584897,0.000139563592966,0.1001921297642836,0.10315856,0.1110463,0.09132693
node_outer_ring_road_orr_52,12.99025,77.69425,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,921.5040075870756,0.0240157288149263,0,1,0,0,0,218,90.95,215.7,Mahadevapura,0.000249398123875,0.0001283391810892,0.0,0.0,0.0,0.1668208886767975,0.0001112024323301,0.1383696410795039,0.11515312,0.11988968,0.10804828
node_outer_ring_road_orr_53,12.989,77.696,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,927.0208722948346,0.0231107205602044,0,0,0,0,0,0,0.0,0.0,Unknown,0.0001978584457842,0.0001170842715176,0.0,0.0,0.0,0.0001215250991451,0.0001088958966636,0.1001171156791072,0.112331316,0.12768054,0.08930746
node_outer_ring_road_orr_54,12.9869375,77.6963125,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,931.4181096224293,0.0189904088301156,0,1,0,0,0,0,0.0,0.0,Unknown,0.0002205619081353,0.0001369000086274,0.0,0.0,0.0,0.1668017977251755,0.0001299963636641,0.1383649221690351,0.11813783,0.12486419,0.10804828
node_outer_ring_road_orr_55,12.984875,77.696625,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,935.0619477133504,0.0157366932694804,0,1,0,0,0,6,2.4,5.0,Mahadevapura,0.0002446046626718,0.0001595495408996,0.0,0.0,0.0,0.1668161169865514,0.0001545920517154,0.1383845588043605,0.11201012,0.114651345,0.10804828
node_outer_ring_road_orr_56,12.9828125,77.69693749999999,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,937.8668179403217,0.0121134313109362,0,1,0,0,0,3,1.7,4.0,Mahadevapura,0.0002702434420902,0.0001852439449666,0.0,0.0,0.0,0.1668313041063511,0.0001829039907073,0.1384063114766878,0.1095932,0.110623136,0.10804828
node_outer_ring_road_orr_57,12.98075,77.69725,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,939.7698940034728,0.0082188405541023,0,0,0,0,0,153,93.6,202.5,Mahadevapura,0.0002976287624638,0.00021398667067,0.0,0.0,0.0,0.0001807894861195,0.0002148991476761,0.1002001377581976,0.104524806,0.1146697,0.08930746
node_outer_ring_road_orr_58,12.9786875,77.6975625,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,940.7327929858928,0.0041584849704396,0,1,0,0,0,311,152.75,333.7,Mahadevapura,0.0003266859619452,0.0002454790671537,0.0,0.0,0.0,0.1668645409115716,0.0002501925124242,0.1384561336141727,0.107280724,0.10676901,0.10804828
node_outer_ring_road_orr_59,12.976625,77.697875,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,940.7426124681632,4.240753203073084e-05,0,0,0,0,0,16,8.1,18.0,Mahadevapura,0.0003570074400608,0.0002790463544786,0.0,0.0,0.0,0.0002156645648327,0.0002879740157334,0.1002534431172092,0.10211447,0.11065246,0.08930746
node_outer_ring_road_orr_60,12.9745625,77.69818749999999,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,939.812275532418,-0.0040178588152889,0,0,0,0,0,47,28.0,62.0,Mahadevapura,0.0003877816001136,0.0003136036389994,0.0,0.0,0.0,0.0002336942693439,0.000326980385659,0.1002815118465846,0.099796325,0.10678891,0.08930746
node_outer_ring_road_orr_61,12.9725,77.6985,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,937.9801742870656,-0.0079123206402948,0,0,0,0,0,103,68.0,150.5,Mahadevapura,0.000417780617671,0.0003476777414902,0.0,0.0,0.0,0.000251249082097,0.0003655277175001,0.1003090777154373,0.09981756,0.10682428,0.08930746
node_outer_ring_road_orr_62,12.9704375,77.6988125,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,935.3091215972232,-0.0115355116878885,0,0,0,0,0,364,183.7,392.7,HAL Old Airport,0.0004454202743874,0.0003794925705125,0.0,0.0,0.0,0.0002674007057912,0.0004016118943705,0.1003346972952528,0.10024479,0.10686068,0.09032094
node_outer_ring_road_orr_63,12.968375,77.699125,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,931.8846394978336,-0.0147893575565815,0,0,0,0,0,337,154.5,338.6,HAL Old Airport,0.0004688921138045,0.0004071147185321,0.0,0.0,0.0,0.0002810843983473,0.0004330723028444,0.1003567724413588,0.10035345,0.10704179,0.09032094
node_outer_ring_road_orr_64,12.9663125,77.69943749999999,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,927.812630783655,-0.0175858395808915,0,0,0,1,0,35,19.2,42.5,HAL Old Airport,0.0004863536858411,0.0004286440133489,0.0,0.5,0.0,0.0002912116692464,0.0004578017701731,0.176833896512062,0.11680584,0.10687452,0.13170283
node_outer_ring_road_orr_65,12.96425,77.69975,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,923.2164970258744,-0.019849385556338,0,0,0,0,0,287,106.35,253.9,HAL Old Airport,0.0004961498608099,0.0004424235473956,0.0,0.0,0.0,0.0002968020054518,0.0004739750500553,0.1003841116055053,0.09993754,0.10702426,0.08930746
node_outer_ring_road_orr_66,12.9621875,77.7000625,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,918.2337813016364,-0.0215189223683061,0,0,0,0,0,1076,463.8,1106.0,HAL Old Airport,0.0004970301522301,0.0004472377129455,0.0,0.0,0.0,0.0002971126621703,0.0004802620946552,0.1003869311875907,0.09979318,0.10678366,0.08930746
node_outer_ring_road_orr_67,12.960125,77.700375,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,913.0124268329624,-0.0225495347692535,0,0,0,0,0,553,250.65,570.7,HAL Old Airport,0.0004883257576551,0.000442466661561,0.0,0.0,0.0,0.0002917447648439,0.0004759925103085,0.100381629531432,0.10045128,0.106221676,0.091795675
node_outer_ring_road_orr_68,12.9580625,77.70068749999999,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,907.706753165328,-0.0229136852440156,0,0,0,0,0,840,249.95,645.0,HAL Old Airport,0.0004700561232778,0.0004281717443319,0.0,0.0,0.0,0.0002807075785003,0.0004612443650063,0.1003682452028509,0.107239276,0.10769945,0.10654901
node_outer_ring_road_orr_69,12.956,77.701,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,902.4732591878904,-0.0226019618313061,0,0,0,0,0,1464,655.9499999999999,1558.8,HAL Old Airport,0.0004429470470029,0.0004050977700647,0.0,0.0,0.0,0.0002644300837393,0.0004368427069606,0.1003474031802547,0.099844694,0.10619387,0.09032094
node_outer_ring_road_orr_70,12.9541,77.69999999999999,Outer Ring Road ORR,4,Arterial Highway Corridor,60.0,4000.0,3900.0,3.0,895.9488529361636,-0.0273758462891045,0,0,0,0,0,22,11.3,23.5,HAL Old Airport,0.0002964270909878,0.0002689086270923,0.0,0.0,0.0,0.0001770692228512,0.0002894397111331,0.1002287049466859,0.10034312,0.10770023,0.08930746
